Model,DPO3054
Firmware Version,2.07

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-07
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Label,
TIME,CH1
-6.6400e-07,-0.0244
-6.6360e-07,-0.0096
-6.6320e-07,0.0032
-6.6280e-07,0.0076
-6.6240e-07,0.0184
-6.6200e-07,0.02
-6.6160e-07,0.016
-6.6120e-07,0.016
-6.6080e-07,0.0084
-6.6040e-07,-0.004
-6.6000e-07,-0.0048
-6.5960e-07,-0.0116
-6.5920e-07,-0.0188
-6.5880e-07,-0.01
-6.5840e-07,-0.0044
-6.5800e-07,-0.0052
-6.5760e-07,0.0056
-6.5720e-07,0.0108
-6.5680e-07,0.0096
-6.5640e-07,0.016
-6.5600e-07,0.0108
-6.5560e-07,0.0008
-6.5520e-07,0.0016
-6.5480e-07,-0.0076
-6.5440e-07,-0.0176
-6.5400e-07,-0.0116
-6.5360e-07,-0.0132
-6.5320e-07,-0.018
-6.5280e-07,-0.0056
-6.5240e-07,0.0044
-6.5200e-07,0.0068
-6.5160e-07,0.0148
-6.5120e-07,0.0184
-6.5080e-07,0.0176
-6.5040e-07,0.0196
-6.5000e-07,0.0072
-6.4960e-07,-0.0056
-6.4920e-07,-0.0044
-6.4880e-07,-0.01
-6.4840e-07,-0.0164
-6.4800e-07,-0.0076
-6.4760e-07,-0.0052
-6.4720e-07,-0.0056
-6.4680e-07,0.0032
-6.4640e-07,0.0068
-6.4600e-07,0.0096
-6.4560e-07,0.016
-6.4520e-07,0.0068
-6.4480e-07,-0.0044
-6.4440e-07,-0.0036
-6.4400e-07,-0.012
-6.4360e-07,-0.02
-6.4320e-07,-0.012
-6.4280e-07,-0.0072
-6.4240e-07,-0.0044
-6.4200e-07,0.0092
-6.4160e-07,0.0144
-6.4120e-07,0.0148
-6.4080e-07,0.0196
-6.4040e-07,0.014
-6.4000e-07,0.0068
-6.3960e-07,0.008
-6.3920e-07,-0.0024
-6.3880e-07,-0.0132
-6.3840e-07,-0.012
-6.3800e-07,-0.0172
-6.3760e-07,-0.0188
-6.3720e-07,-0.0056
-6.3680e-07,0.002
-6.3640e-07,0.006
-6.3600e-07,0.0116
-6.3560e-07,0.0076
-6.3520e-07,0.0068
-6.3480e-07,0.0112
-6.3440e-07,0.002
-6.3400e-07,-0.006
-6.3360e-07,-0.0032
-6.3320e-07,-0.01
-6.3280e-07,-0.0156
-6.3240e-07,-0.0044
-6.3200e-07,0.0012
-6.3160e-07,0.0048
-6.3120e-07,0.0136
-6.3080e-07,0.0136
-6.3040e-07,0.0132
-6.3000e-07,0.0164
-6.2960e-07,0.0048
-6.2920e-07,-0.004
-6.2880e-07,-0.004
-6.2840e-07,-0.0144
-6.2800e-07,-0.024
-6.2760e-07,-0.0196
-6.2720e-07,-0.0164
-6.2680e-07,-0.0096
-6.2640e-07,0.0036
-6.2600e-07,0.0104
-6.2560e-07,0.0144
-6.2520e-07,0.0224
-6.2480e-07,0.0192
-6.2440e-07,0.014
-6.2400e-07,0.014
-6.2360e-07,0.0024
-6.2320e-07,-0.0072
-6.2280e-07,-0.0084
-6.2240e-07,-0.0184
-6.2200e-07,-0.022
-6.2160e-07,-0.0108
-6.2120e-07,-0.0072
-6.2080e-07,-0.0016
-6.2040e-07,0.008
-6.2000e-07,0.0084
-6.1960e-07,0.012
-6.1920e-07,0.0184
-6.1880e-07,0.0084
-6.1840e-07,-0.0012
-6.1800e-07,-0.0004
-6.1760e-07,-0.0104
-6.1720e-07,-0.0156
-6.1680e-07,-0.0072
-6.1640e-07,-0.0056
-6.1600e-07,-0.0028
-6.1560e-07,0.006
-6.1520e-07,0.0072
-6.1480e-07,0.0132
-6.1440e-07,0.0224
-6.1400e-07,0.0124
-6.1360e-07,0.0032
-6.1320e-07,0.0004
-6.1280e-07,-0.0124
-6.1240e-07,-0.0196
-6.1200e-07,-0.0144
-6.1160e-07,-0.016
-6.1120e-07,-0.0112
-6.1080e-07,0.0016
-6.1040e-07,0.006
-6.1000e-07,0.0084
-6.0960e-07,0.0116
-6.0920e-07,0.004
-6.0880e-07,0.0044
-6.0840e-07,0.0088
-6.0800e-07,-0.002
-6.0760e-07,-0.0088
-6.0720e-07,-0.0048
-6.0680e-07,-0.0088
-6.0640e-07,-0.0084
-6.0600e-07,0.0044
-6.0560e-07,0.0132
-6.0520e-07,0.0196
-6.0480e-07,0.02
-6.0440e-07,0.0084
-6.0400e-07,0.004
-6.0360e-07,0.0036
-6.0320e-07,-0.0096
-6.0280e-07,-0.0168
-6.0240e-07,-0.0152
-6.0200e-07,-0.0232
-6.0160e-07,-0.0236
-6.0120e-07,-0.0108
-6.0080e-07,-0.0048
-6.0040e-07,0.006
-6.0000e-07,0.0168
-5.9960e-07,0.0152
-5.9920e-07,0.0184
-5.9880e-07,0.022
-5.9840e-07,0.008
-5.9800e-07,0.0012
-5.9760e-07,0.0012
-5.9720e-07,-0.01
-5.9680e-07,-0.0136
-5.9640e-07,-0.0096
-5.9600e-07,-0.0124
-5.9560e-07,-0.0064
-5.9520e-07,0.0044
-5.9480e-07,0.0072
-5.9440e-07,0.0144
-5.9400e-07,0.0192
-5.9360e-07,0.0076
-5.9320e-07,0.002
-5.9280e-07,0.0012
-5.9240e-07,-0.0096
-5.9200e-07,-0.0136
-5.9160e-07,-0.012
-5.9120e-07,-0.0188
-5.9080e-07,-0.0172
-5.9040e-07,-0.006
-5.9000e-07,-0.0008
-5.8960e-07,0.0104
-5.8920e-07,0.0184
-5.8880e-07,0.016
-5.8840e-07,0.0196
-5.8800e-07,0.0216
-5.8760e-07,0.0052
-5.8720e-07,-0.0012
-5.8680e-07,-0.002
-5.8640e-07,-0.0128
-5.8600e-07,-0.0164
-5.8560e-07,-0.0096
-5.8520e-07,-0.0092
-5.8480e-07,-0.0028
-5.8440e-07,0.006
-5.8400e-07,0.0044
-5.8360e-07,0.0108
-5.8320e-07,0.0156
-5.8280e-07,0.0044
-5.8240e-07,-0.0008
-5.8200e-07,-0.0028
-5.8160e-07,-0.0156
-5.8120e-07,-0.0204
-5.8080e-07,-0.0164
-5.8040e-07,-0.0144
-5.8000e-07,-0.0044
-5.7960e-07,0.0064
-5.7920e-07,0.0076
-5.7880e-07,0.018
-5.7840e-07,0.0272
-5.7800e-07,0.0212
-5.7760e-07,0.0204
-5.7720e-07,0.0172
-5.7680e-07,0.0008
-5.7640e-07,-0.0092
-5.7600e-07,-0.014
-5.7560e-07,-0.0252
-5.7520e-07,-0.0252
-5.7480e-07,-0.0188
-5.7440e-07,-0.0144
-5.7400e-07,-0.0028
-5.7360e-07,0.0056
-5.7320e-07,0.006
-5.7280e-07,0.0164
-5.7240e-07,0.0228
-5.7200e-07,0.012
-5.7160e-07,0.0052
-5.7120e-07,0.0004
-5.7080e-07,-0.0096
-5.7040e-07,-0.0104
-5.7000e-07,-0.0056
-5.6960e-07,-0.006
-5.6920e-07,0.0016
-5.6880e-07,0.008
-5.6840e-07,0.0052
-5.6800e-07,0.0156
-5.6760e-07,0.0228
-5.6720e-07,0.0112
-5.6680e-07,0.0024
-5.6640e-07,-0.0048
-5.6600e-07,-0.0204
-5.6560e-07,-0.0236
-5.6520e-07,-0.0224
-5.6480e-07,-0.0232
-5.6440e-07,-0.012
-5.6400e-07,-0.0008
-5.6360e-07,0.002
-5.6320e-07,0.0156
-5.6280e-07,0.0232
-5.6240e-07,0.0188
-5.6200e-07,0.022
-5.6160e-07,0.0196
-5.6120e-07,0.004
-5.6080e-07,-0.0032
-5.6040e-07,-0.0084
-5.6000e-07,-0.0192
-5.5960e-07,-0.0176
-5.5920e-07,-0.0136
-5.5880e-07,-0.0108
-5.5840e-07,0.0024
-5.5800e-07,0.0084
-5.5760e-07,0.0052
-5.5720e-07,0.0124
-5.5680e-07,0.0148
-5.5640e-07,0.0028
-5.5600e-07,-0.0012
-5.5560e-07,-0.0044
-5.5520e-07,-0.0148
-5.5480e-07,-0.0156
-5.5440e-07,-0.0124
-5.5400e-07,-0.01
-5.5360e-07,0.002
-5.5320e-07,0.0112
-5.5280e-07,0.0112
-5.5240e-07,0.0196
-5.5200e-07,0.0228
-5.5160e-07,0.012
-5.5120e-07,0.008
-5.5080e-07,0.0008
-5.5040e-07,-0.0128
-5.5000e-07,-0.0172
-5.4960e-07,-0.0204
-5.4920e-07,-0.0244
-5.4880e-07,-0.012
-5.4840e-07,-0.0036
-5.4800e-07,0.0004
-5.4760e-07,0.0144
-5.4720e-07,0.0184
-5.4680e-07,0.0116
-5.4640e-07,0.0152
-5.4600e-07,0.0136
-5.4560e-07,0.0012
-5.4520e-07,-0.0016
-5.4480e-07,-0.0076
-5.4440e-07,-0.0196
-5.4400e-07,-0.016
-5.4360e-07,-0.0108
-5.4320e-07,-0.0056
-5.4280e-07,0.01
-5.4240e-07,0.0144
-5.4200e-07,0.0084
-5.4160e-07,0.0144
-5.4120e-07,0.016
-5.4080e-07,0.0048
-5.4040e-07,0.0004
-5.4000e-07,-0.0056
-5.3960e-07,-0.016
-5.3920e-07,-0.016
-5.3880e-07,-0.0152
-5.3840e-07,-0.0124
-5.3800e-07,0
-5.3760e-07,0.0064
-5.3720e-07,0.0068
-5.3680e-07,0.018
-5.3640e-07,0.0196
-5.3600e-07,0.0112
-5.3560e-07,0.0104
-5.3520e-07,0.0024
-5.3480e-07,-0.0112
-5.3440e-07,-0.0152
-5.3400e-07,-0.02
-5.3360e-07,-0.0212
-5.3320e-07,-0.0084
-5.3280e-07,-0.0004
-5.3240e-07,0.0032
-5.3200e-07,0.0164
-5.3160e-07,0.018
-5.3120e-07,0.0116
-5.3080e-07,0.0156
-5.3040e-07,0.0116
-5.3000e-07,-0.0012
-5.2960e-07,-0.0048
-5.2920e-07,-0.0116
-5.2880e-07,-0.0212
-5.2840e-07,-0.0172
-5.2800e-07,-0.0128
-5.2760e-07,-0.0076
-5.2720e-07,0.008
-5.2680e-07,0.0116
-5.2640e-07,0.0092
-5.2600e-07,0.018
-5.2560e-07,0.0172
-5.2520e-07,0.006
-5.2480e-07,0.0032
-5.2440e-07,-0.0048
-5.2400e-07,-0.0136
-5.2360e-07,-0.0128
-5.2320e-07,-0.0128
-5.2280e-07,-0.0116
-5.2240e-07,0.0016
-5.2200e-07,0.0064
-5.2160e-07,0.0068
-5.2120e-07,0.0176
-5.2080e-07,0.0196
-5.2040e-07,0.0092
-5.2000e-07,0.0064
-5.1960e-07,-0.0016
-5.1920e-07,-0.0132
-5.1880e-07,-0.0152
-5.1840e-07,-0.0192
-5.1800e-07,-0.02
-5.1760e-07,-0.008
-5.1720e-07,-0.0036
-5.1680e-07,0.0012
-5.1640e-07,0.0172
-5.1600e-07,0.0208
-5.1560e-07,0.0176
-5.1520e-07,0.0204
-5.1480e-07,0.012
-5.1440e-07,0.0008
-5.1400e-07,-0.0016
-5.1360e-07,-0.0116
-5.1320e-07,-0.0212
-5.1280e-07,-0.0176
-5.1240e-07,-0.0172
-5.1200e-07,-0.0124
-5.1160e-07,0.0052
-5.1120e-07,0.0088
-5.1080e-07,0.0084
-5.1040e-07,0.0192
-5.1000e-07,0.018
-5.0960e-07,0.0088
-5.0920e-07,0.0048
-5.0880e-07,-0.0032
-5.0840e-07,-0.0124
-5.0800e-07,-0.0132
-5.0760e-07,-0.0164
-5.0720e-07,-0.0136
-5.0680e-07,0.0004
-5.0640e-07,0.0048
-5.0600e-07,0.0076
-5.0560e-07,0.0204
-5.0520e-07,0.0208
-5.0480e-07,0.0136
-5.0440e-07,0.0092
-5.0400e-07,-0.0008
-5.0360e-07,-0.0128
-5.0320e-07,-0.016
-5.0280e-07,-0.0252
-5.0240e-07,-0.0264
-5.0200e-07,-0.012
-5.0160e-07,-0.004
-5.0120e-07,0.0044
-5.0080e-07,0.0184
-5.0040e-07,0.0188
-5.0000e-07,0.0164
-4.9960e-07,0.0208
-4.9920e-07,0.0124
-4.9880e-07,0.002
-4.9840e-07,-0.0016
-4.9800e-07,-0.0124
-4.9760e-07,-0.0208
-4.9720e-07,-0.0176
-4.9680e-07,-0.0164
-4.9640e-07,-0.0088
-4.9600e-07,0.0076
-4.9560e-07,0.01
-4.9520e-07,0.0092
-4.9480e-07,0.016
-4.9440e-07,0.0136
-4.9400e-07,0.0072
-4.9360e-07,0.0032
-4.9320e-07,-0.0088
-4.9280e-07,-0.0156
-4.9240e-07,-0.014
-4.9200e-07,-0.0164
-4.9160e-07,-0.0116
-4.9120e-07,0.004
-4.9080e-07,0.0068
-4.9040e-07,0.0092
-4.9000e-07,0.0196
-4.8960e-07,0.0188
-4.8920e-07,0.0128
-4.8880e-07,0.01
-4.8840e-07,-0.0024
-4.8800e-07,-0.0132
-4.8760e-07,-0.0152
-4.8720e-07,-0.024
-4.8680e-07,-0.0232
-4.8640e-07,-0.0088
-4.8600e-07,-0.0044
-4.8560e-07,0.002
-4.8520e-07,0.0168
-4.8480e-07,0.0184
-4.8440e-07,0.0164
-4.8400e-07,0.0188
-4.8360e-07,0.0092
-4.8320e-07,0.0004
-4.8280e-07,-0.0024
-4.8240e-07,-0.0128
-4.8200e-07,-0.0184
-4.8160e-07,-0.014
-4.8120e-07,-0.0144
-4.8080e-07,-0.0076
-4.8040e-07,0.008
-4.8000e-07,0.0096
-4.7960e-07,0.01
-4.7920e-07,0.0176
-4.7880e-07,0.0128
-4.7840e-07,0.006
-4.7800e-07,0.002
-4.7760e-07,-0.01
-4.7720e-07,-0.0132
-4.7680e-07,-0.0104
-4.7640e-07,-0.0156
-4.7600e-07,-0.0112
-4.7560e-07,0.0024
-4.7520e-07,0.0048
-4.7480e-07,0.0088
-4.7440e-07,0.0196
-4.7400e-07,0.0184
-4.7360e-07,0.0124
-4.7320e-07,0.0088
-4.7280e-07,-0.0028
-4.7240e-07,-0.0116
-4.7200e-07,-0.0132
-4.7160e-07,-0.0212
-4.7120e-07,-0.0192
-4.7080e-07,-0.0076
-4.7040e-07,-0.0056
-4.7000e-07,0.0032
-4.6960e-07,0.0164
-4.6920e-07,0.0156
-4.6880e-07,0.016
-4.6840e-07,0.0172
-4.6800e-07,0.0084
-4.6760e-07,0.0024
-4.6720e-07,-0.0012
-4.6680e-07,-0.0136
-4.6640e-07,-0.0176
-4.6600e-07,-0.0144
-4.6560e-07,-0.018
-4.6520e-07,-0.0084
-4.6480e-07,0.0076
-4.6440e-07,0.0084
-4.6400e-07,0.0096
-4.6360e-07,0.0176
-4.6320e-07,0.0124
-4.6280e-07,0.0092
-4.6240e-07,0.006
-4.6200e-07,-0.006
-4.6160e-07,-0.0116
-4.6120e-07,-0.0112
-4.6080e-07,-0.0164
-4.6040e-07,-0.012
-4.6000e-07,0.0016
-4.5960e-07,0.0036
-4.5920e-07,0.0076
-4.5880e-07,0.0156
-4.5840e-07,0.0148
-4.5800e-07,0.0136
-4.5760e-07,0.01
-4.5720e-07,-0.0016
-4.5680e-07,-0.0072
-4.5640e-07,-0.0108
-4.5600e-07,-0.0216
-4.5560e-07,-0.0192
-4.5520e-07,-0.0076
-4.5480e-07,-0.0064
-4.5440e-07,0.0016
-4.5400e-07,0.0148
-4.5360e-07,0.0124
-4.5320e-07,0.014
-4.5280e-07,0.0164
-4.5240e-07,0.0092
-4.5200e-07,0.0048
-4.5160e-07,0.0024
-4.5120e-07,-0.0112
-4.5080e-07,-0.0164
-4.5040e-07,-0.014
-4.5000e-07,-0.0164
-4.4960e-07,-0.006
-4.4920e-07,0.0088
-4.4880e-07,0.008
-4.4840e-07,0.0088
-4.4800e-07,0.0148
-4.4760e-07,0.012
-4.4720e-07,0.0108
-4.4680e-07,0.0048
-4.4640e-07,-0.0096
-4.4600e-07,-0.0124
-4.4560e-07,-0.0132
-4.4520e-07,-0.0184
-4.4480e-07,-0.0092
-4.4440e-07,0.0012
-4.4400e-07,0.0012
-4.4360e-07,0.0076
-4.4320e-07,0.0176
-4.4280e-07,0.0164
-4.4240e-07,0.0164
-4.4200e-07,0.0112
-4.4160e-07,-0.002
-4.4120e-07,-0.0076
-4.4080e-07,-0.0124
-4.4040e-07,-0.022
-4.4000e-07,-0.0188
-4.3960e-07,-0.0084
-4.3920e-07,-0.0068
-4.3880e-07,0.0032
-4.3840e-07,0.0152
-4.3800e-07,0.0156
-4.3760e-07,0.018
-4.3720e-07,0.0188
-4.3680e-07,0.0084
-4.3640e-07,0.0036
-4.3600e-07,-0.0008
-4.3560e-07,-0.0144
-4.3520e-07,-0.016
-4.3480e-07,-0.014
-4.3440e-07,-0.0192
-4.3400e-07,-0.01
-4.3360e-07,0.0044
-4.3320e-07,0.0056
-4.3280e-07,0.012
-4.3240e-07,0.0172
-4.3200e-07,0.0132
-4.3160e-07,0.0124
-4.3120e-07,0.0056
-4.3080e-07,-0.0072
-4.3040e-07,-0.0072
-4.3000e-07,-0.0092
-4.2960e-07,-0.018
-4.2920e-07,-0.0104
-4.2880e-07,-0.0012
-4.2840e-07,0
-4.2800e-07,0.008
-4.2760e-07,0.016
-4.2720e-07,0.014
-4.2680e-07,0.0144
-4.2640e-07,0.0096
-4.2600e-07,-0.0024
-4.2560e-07,-0.006
-4.2520e-07,-0.0124
-4.2480e-07,-0.024
-4.2440e-07,-0.0208
-4.2400e-07,-0.0112
-4.2360e-07,-0.0088
-4.2320e-07,0.0028
-4.2280e-07,0.0144
-4.2240e-07,0.0164
-4.2200e-07,0.0232
-4.2160e-07,0.0228
-4.2120e-07,0.0124
-4.2080e-07,0.0104
-4.2040e-07,0.0028
-4.2000e-07,-0.0128
-4.1960e-07,-0.0172
-4.1920e-07,-0.02
-4.1880e-07,-0.026
-4.1840e-07,-0.0144
-4.1800e-07,-0.0008
-4.1760e-07,0.0016
-4.1720e-07,0.0096
-4.1680e-07,0.016
-4.1640e-07,0.0148
-4.1600e-07,0.018
-4.1560e-07,0.0104
-4.1520e-07,-0.0024
-4.1480e-07,-0.006
-4.1440e-07,-0.01
-4.1400e-07,-0.0172
-4.1360e-07,-0.0096
-4.1320e-07,-0.0016
-4.1280e-07,0.0008
-4.1240e-07,0.0092
-4.1200e-07,0.0156
-4.1160e-07,0.0152
-4.1120e-07,0.0188
-4.1080e-07,0.0128
-4.1040e-07,-0.0004
-4.1000e-07,-0.0056
-4.0960e-07,-0.0152
-4.0920e-07,-0.0272
-4.0880e-07,-0.0236
-4.0840e-07,-0.0156
-4.0800e-07,-0.012
-4.0760e-07,0.0012
-4.0720e-07,0.0124
-4.0680e-07,0.0152
-4.0640e-07,0.0216
-4.0600e-07,0.0212
-4.0560e-07,0.0136
-4.0520e-07,0.0124
-4.0480e-07,0.0028
-4.0440e-07,-0.0128
-4.0400e-07,-0.014
-4.0360e-07,-0.016
-4.0320e-07,-0.0204
-4.0280e-07,-0.0088
-4.0240e-07,0.0016
-4.0200e-07,0.0036
-4.0160e-07,0.0112
-4.0120e-07,0.0136
-4.0080e-07,0.0108
-4.0040e-07,0.0132
-4.0000e-07,0.0048
-3.9960e-07,-0.0104
-3.9920e-07,-0.0104
-3.9880e-07,-0.014
-3.9840e-07,-0.02
-3.9800e-07,-0.0104
-3.9760e-07,-0.0008
-3.9720e-07,0.0024
-3.9680e-07,0.0124
-3.9640e-07,0.0176
-3.9600e-07,0.018
-3.9560e-07,0.02
-3.9520e-07,0.012
-3.9480e-07,-0.0008
-3.9440e-07,-0.0044
-3.9400e-07,-0.014
-3.9360e-07,-0.0232
-3.9320e-07,-0.0188
-3.9280e-07,-0.0136
-3.9240e-07,-0.0124
-3.9200e-07,-0.0012
-3.9160e-07,0.0076
-3.9120e-07,0.0116
-3.9080e-07,0.0196
-3.9040e-07,0.0184
-3.9000e-07,0.0108
-3.8960e-07,0.0108
-3.8920e-07,0.002
-3.8880e-07,-0.0108
-3.8840e-07,-0.0108
-3.8800e-07,-0.0144
-3.8760e-07,-0.0204
-3.8720e-07,-0.0096
-3.8680e-07,0.0012
-3.8640e-07,0.0048
-3.8600e-07,0.0124
-3.8560e-07,0.0148
-3.8520e-07,0.014
-3.8480e-07,0.016
-3.8440e-07,0.006
-3.8400e-07,-0.0056
-3.8360e-07,-0.0072
-3.8320e-07,-0.014
-3.8280e-07,-0.0224
-3.8240e-07,-0.0144
-3.8200e-07,-0.0072
-3.8160e-07,-0.0024
-3.8120e-07,0.0076
-3.8080e-07,0.012
-3.8040e-07,0.0152
-3.8000e-07,0.0216
-3.7960e-07,0.012
-3.7920e-07,0.0012
-3.7880e-07,0.0004
-3.7840e-07,-0.0104
-3.7800e-07,-0.0232
-3.7760e-07,-0.0192
-3.7720e-07,-0.016
-3.7680e-07,-0.0104
-3.7640e-07,0.004
-3.7600e-07,0.0116
-3.7560e-07,0.0144
-3.7520e-07,0.0224
-3.7480e-07,0.0192
-3.7440e-07,0.0124
-3.7400e-07,0.012
-3.7360e-07,0.0008
-3.7320e-07,-0.0124
-3.7280e-07,-0.0152
-3.7240e-07,-0.0212
-3.7200e-07,-0.0256
-3.7160e-07,-0.0144
-3.7120e-07,-0.0044
-3.7080e-07,0.0024
-3.7040e-07,0.0108
-3.7000e-07,0.014
-3.6960e-07,0.016
-3.6920e-07,0.0204
-3.6880e-07,0.0112
-3.6840e-07,0
-3.6800e-07,-0.0016
-3.6760e-07,-0.0104
-3.6720e-07,-0.018
-3.6680e-07,-0.01
-3.6640e-07,-0.006
-3.6600e-07,-0.002
-3.6560e-07,0.0068
-3.6520e-07,0.0088
-3.6480e-07,0.012
-3.6440e-07,0.0208
-3.6400e-07,0.012
-3.6360e-07,0.0004
-3.6320e-07,-0.0016
-3.6280e-07,-0.0128
-3.6240e-07,-0.0224
-3.6200e-07,-0.0168
-3.6160e-07,-0.0136
-3.6120e-07,-0.0108
-3.6080e-07,0.0016
-3.6040e-07,0.01
-3.6000e-07,0.012
-3.5960e-07,0.0136
-3.5920e-07,0.0088
-3.5880e-07,0.006
-3.5840e-07,0.0096
-3.5800e-07,-0.0004
-3.5760e-07,-0.01
-3.5720e-07,-0.0064
-3.5680e-07,-0.0104
-3.5640e-07,-0.012
-3.5600e-07,0.0004
-3.5560e-07,0.0096
-3.5520e-07,0.016
-3.5480e-07,0.0188
-3.5440e-07,0.0092
-3.5400e-07,0.0036
-3.5360e-07,0.0048
-3.5320e-07,-0.006
-3.5280e-07,-0.016
-3.5240e-07,-0.014
-3.5200e-07,-0.0192
-3.5160e-07,-0.0212
-3.5120e-07,-0.0096
-3.5080e-07,-0.002
-3.5040e-07,0.0056
-3.5000e-07,0.0164
-3.4960e-07,0.0172
-3.4920e-07,0.0184
-3.4880e-07,0.0204
-3.4840e-07,0.008
-3.4800e-07,-0.0004
-3.4760e-07,-0.0004
-3.4720e-07,-0.0092
-3.4680e-07,-0.0164
-3.4640e-07,-0.0124
-3.4600e-07,-0.0124
-3.4560e-07,-0.0072
-3.4520e-07,0.0048
-3.4480e-07,0.0088
-3.4440e-07,0.0132
-3.4400e-07,0.018
-3.4360e-07,0.0072
-3.4320e-07,-0.0008
-3.4280e-07,0.0004
-3.4240e-07,-0.0076
-3.4200e-07,-0.0136
-3.4160e-07,-0.0108
-3.4120e-07,-0.016
-3.4080e-07,-0.0164
-3.4040e-07,-0.0048
-3.4000e-07,0.004
-3.3960e-07,0.0136
-3.3920e-07,0.0208
-3.3880e-07,0.0164
-3.3840e-07,0.0156
-3.3800e-07,0.0156
-3.3760e-07,0.0036
-3.3720e-07,-0.0068
-3.3680e-07,-0.0072
-3.3640e-07,-0.0148
-3.3600e-07,-0.0188
-3.3560e-07,-0.012
-3.3520e-07,-0.0092
-3.3480e-07,-0.0012
-3.3440e-07,0.0076
-3.3400e-07,0.0068
-3.3360e-07,0.012
-3.3320e-07,0.0168
-3.3280e-07,0.0056
-3.3240e-07,-0.0012
-3.3200e-07,-0.0024
-3.3160e-07,-0.0128
-3.3120e-07,-0.0168
-3.3080e-07,-0.012
-3.3040e-07,-0.0108
-3.3000e-07,-0.0036
-3.2960e-07,0.008
-3.2920e-07,0.0112
-3.2880e-07,0.016
-3.2840e-07,0.022
-3.2800e-07,0.0156
-3.2760e-07,0.0116
-3.2720e-07,0.0104
-3.2680e-07,-0.0028
-3.2640e-07,-0.0124
-3.2600e-07,-0.0144
-3.2560e-07,-0.022
-3.2520e-07,-0.0208
-3.2480e-07,-0.0116
-3.2440e-07,-0.0056
-3.2400e-07,0.0048
-3.2360e-07,0.012
-3.2320e-07,0.0096
-3.2280e-07,0.0144
-3.2240e-07,0.0192
-3.2200e-07,0.0076
-3.2160e-07,0
-3.2120e-07,-0.0012
-3.2080e-07,-0.0116
-3.2040e-07,-0.0132
-3.2000e-07,-0.0064
-3.1960e-07,-0.0036
-3.1920e-07,0.0028
-3.1880e-07,0.0104
-3.1840e-07,0.0076
-3.1800e-07,0.0136
-3.1760e-07,0.0188
-3.1720e-07,0.0064
-3.1680e-07,-0.0008
-3.1640e-07,-0.0048
-3.1600e-07,-0.0176
-3.1560e-07,-0.0216
-3.1520e-07,-0.0188
-3.1480e-07,-0.0172
-3.1440e-07,-0.008
-3.1400e-07,0.0024
-3.1360e-07,0.0072
-3.1320e-07,0.016
-3.1280e-07,0.022
-3.1240e-07,0.0164
-3.1200e-07,0.0164
-3.1160e-07,0.0152
-3.1120e-07,0.0008
-3.1080e-07,-0.0064
-3.1040e-07,-0.01
-3.1000e-07,-0.0188
-3.0960e-07,-0.0176
-3.0920e-07,-0.0108
-3.0880e-07,-0.0072
-3.0840e-07,0.0036
-3.0800e-07,0.0104
-3.0760e-07,0.0064
-3.0720e-07,0.0112
-3.0680e-07,0.0144
-3.0640e-07,0.0028
-3.0600e-07,-0.0024
-3.0560e-07,-0.0036
-3.0520e-07,-0.012
-3.0480e-07,-0.0128
-3.0440e-07,-0.0092
-3.0400e-07,-0.0068
-3.0360e-07,0.0028
-3.0320e-07,0.0116
-3.0280e-07,0.0104
-3.0240e-07,0.016
-3.0200e-07,0.02
-3.0160e-07,0.0084
-3.0120e-07,0.0032
-3.0080e-07,-0.0004
-3.0040e-07,-0.0132
-3.0000e-07,-0.0184
-2.9960e-07,-0.0192
-2.9920e-07,-0.0212
-2.9880e-07,-0.0108
-2.9840e-07,-0.0008
-2.9800e-07,0.0024
-2.9760e-07,0.014
-2.9720e-07,0.0196
-2.9680e-07,0.0136
-2.9640e-07,0.0144
-2.9600e-07,0.0136
-2.9560e-07,0.0016
-2.9520e-07,-0.0032
-2.9480e-07,-0.0072
-2.9440e-07,-0.0168
-2.9400e-07,-0.0156
-2.9360e-07,-0.01
-2.9320e-07,-0.0064
-2.9280e-07,0.0052
-2.9240e-07,0.0104
-2.9200e-07,0.0068
-2.9160e-07,0.0124
-2.9120e-07,0.0144
-2.9080e-07,0.0048
-2.9040e-07,0.0004
-2.9000e-07,-0.0036
-2.8960e-07,-0.0136
-2.8920e-07,-0.0156
-2.8880e-07,-0.0136
-2.8840e-07,-0.01
-2.8800e-07,0.0016
-2.8760e-07,0.0068
-2.8720e-07,0.006
-2.8680e-07,0.0156
-2.8640e-07,0.0204
-2.8600e-07,0.0112
-2.8560e-07,0.0076
-2.8520e-07,0.0032
-2.8480e-07,-0.0104
-2.8440e-07,-0.0164
-2.8400e-07,-0.0192
-2.8360e-07,-0.0212
-2.8320e-07,-0.0108
-2.8280e-07,-0.002
-2.8240e-07,-0.0004
-2.8200e-07,0.0124
-2.8160e-07,0.02
-2.8120e-07,0.0176
-2.8080e-07,0.0188
-2.8040e-07,0.016
-2.8000e-07,0.0044
-2.7960e-07,-0.0032
-2.7920e-07,-0.0124
-2.7880e-07,-0.0216
-2.7840e-07,-0.0188
-2.7800e-07,-0.0168
-2.7760e-07,-0.0136
-2.7720e-07,0.002
-2.7680e-07,0.0072
-2.7640e-07,0.0072
-2.7600e-07,0.0196
